ID	variant	HighScore	NoOfUsersWithHighScore	NoOfReadsinPuzzle	NoOfUsableReadsinPuzzle	UserPercentDifferntToBWA	MeanPercentOfReadsDifferent	NoOfReadsinPuzzleCovALT	UserPercentDifferntToBWACovALT	MeanPercentOfReadsDifferentCovALT
1995	snp	714	6	20	20	100	35.0	0	0	0
1996	snp	670	3	20	20	100	95.0	0	0	0
1997	snp	485	4	20	20	0	0	0	0	0
1998	snp	102	4	3	3	100	100.0	0	0	0
1999	snp	929	1	20	20	100	100.0	0	0	0
2000	snp	1035	5	20	20	100	100.0	0	0	0
2001	snp	1112	4	20	20	100	100.0	0	0	0
2002	snp	1195	6	20	20	100	100.0	0	0	0
2003	snp	1191	13	20	20	100	100.0	1	100	100.0
2004	snp	1210	9	20	20	100	100.0	2	100	100.0
2005	snp	1200	7	20	20	100	100.0	0	0	0
2006	snp	1331	8	20	20	100	25.0	4	100	25.0
2007	snp	1557	8	20	18	100	5.0	6	100	16.0
2008	snp	1620	2	20	20	0	0	8	0	0
2009	snp	1596	11	20	20	0	0	11	0	0
2010	snp	1612	9	20	20	0	0	10	0	0
2011	snp	1586	8	20	20	100	5.0	4	100	25.0
2012	snp	1613	7	20	20	100	5.0	4	100	25.0
2013	snp	1596	5	20	20	100	5.0	8	100	12.0
2014	snp	1586	3	20	20	100	10.0	7	100	28.0
2015	snp	1605	8	20	20	100	5.0	6	100	16.0
2016	snp	1612	8	20	20	0	0	5	0	0
2017	snp	1620	4	20	20	0	0	3	0	0
2018	snp	1596	7	20	20	0	0	6	0	0
2019	snp	1620	12	20	20	0	0	8	0	0
2020	snp	1612	13	20	20	0	0	8	0	0
2021	snp	1620	8	20	20	0	0	5	0	0
2022	snp	1597	2	20	20	100	5.0	9	100	11.0
2023	snp	1600	10	20	20	0	0	10	0	0
2024	snp	1060	1	20	20	100	55.0	5	100	20.0
2025	snp	762	6	20	20	100	80.0	0	0	0
2026	snp	821	3	20	20	100	95.0	0	0	0
2027	snp	258	2	6	6	100	100.0	0	0	0
2028	snp	664	1	20	20	100	30.0	11	100	18.0
2029	snp	1908	5	20	20	0	0	15	0	0
2030	snp	1672	13	20	20	0	0	13	0	0
2031	snp	261	2	6	6	100	100.0	2	100	100.0
2032	snp	776	28	20	18	100	33.0	10	100	10.0
2033	snp	1843	6	20	20	100	30.0	15	100	40.0
2034	snp	1404	13	19	19	100	5.0	10	0	0
2035	indel	620	2	20	20	100	32.5	15	100	16.5
2036	indel	1588	7	20	20	100	47.142857142857146	17	100	49.142857142857146
2037	indel	278	2	10	10	100	40.0	0	0	0
2038	snp	1036	1	20	20	100	100.0	1	100	100.0
2039	snp	1331	1	20	20	100	10.0	12	0	0
2040	snp	1772	6	20	20	100	10.0	15	100	13.0
2041	snp	1772	9	20	20	0	0	15	0	0
2042	snp	1756	11	20	20	0	0	13	0	0
2043	snp	1347	4	20	20	100	5.0	14	100	7.0
2044	snp	786	1	18	18	100	88.0	1	0	0
2045	snp	1423	2	20	20	100	65.0	7	100	28.0
2046	snp	1924	8	20	18	0	0	10	0	0
2047	snp	1940	14	20	20	100	5.0	16	100	6.0
2048	snp	1324	12	20	20	100	15.0	13	100	7.0
2049	snp	424	1	10	10	100	50.0	0	0	0
2050	snp	880	2	20	18	100	5.0	14	0	0
2051	snp	779	4	11	11	100	9.0	9	100	11.0
2052	snp	828	1	20	20	100	100.0	2	100	100.0
2053	snp	1793	8	20	20	100	20.0	13	100	30.0
2054	snp	1887	3	20	20	100	10.0	12	100	16.0
2055	snp	1932	11	20	20	100	5.0	15	100	6.0
2056	snp	1201	4	20	20	100	35.0	11	100	18.0
2057	snp	37	6	1	1	100	100.0	0	0	0
2058	snp	1544	8	20	20	100	65.0	10	100	70.0
2059	snp	1738	11	20	20	100	70.0	14	100	71.0
2060	snp	1698	9	20	20	0	0	12	0	0
2061	snp	927	4	17	15	100	40.0	4	0	0
2062	snp	1225	1	20	20	100	100.0	0	0	0
2063	snp	219	2	20	20	100	15.0	13	100	23.0
2064	snp	1748	8	20	20	100	95.0	8	100	87.0
2065	snp	1822	5	20	20	100	100.0	8	100	100.0
2066	snp	1832	5	20	20	100	85.0	11	100	81.0
2067	snp	1832	9	20	20	100	40.0	11	100	54.0
2068	snp	1840	6	20	20	100	40.0	5	100	80.0
2069	snp	1824	7	20	20	0	0	2	0	0
2070	snp	1840	6	20	20	100	30.0	3	100	33.0
2071	snp	276	10	3	3	100	100.0	1	100	100.0
2072	snp	1328	5	20	20	100	15.0	7	0	0
2073	snp	1780	9	20	20	100	5.0	12	100	8.0
2074	snp	882	18	20	20	0	0	16	0	0
2075	snp	114	1	3	3	100	100.0	0	0	0
2076	indel	802	1	20	20	100	100.0	0	0	0
2077	indel	1040	12	20	20	100	65.0	13	100	69.0
2078	indel	1907	4	20	20	100	90.0	12	100	83.0
2079	indel	1877	4	20	20	100	90.0	12	100	83.0
2080	indel	1940	6	20	20	100	74.16666666666667	7	100	82.66666666666667
2081	indel	1890	9	20	20	100	95.0	8	100	87.0
2082	indel	1884	6	20	20	100	83.33333333333333	12	100	83.16666666666667
2083	indel	1627	3	20	20	100	58.333333333333336	11	100	60.0
2084	indel	967	2	20	20	100	47.5	6	100	24.5
2085	indel	249	8	7	7	100	100.0	0	0	0
2086	snp	947	10	20	20	100	55.0	8	100	75.0
2087	snp	1327	11	20	20	100	45.0	14	100	57.0
2088	snp	1772	11	20	20	0	0	10	0	0
2089	snp	1580	7	20	20	0	0	8	0	0
2090	snp	437	2	12	12	100	58.0	3	0	0
2091	snp	629	3	20	20	100	100.0	0	0	0
2092	snp	635	2	20	20	100	100.0	0	0	0
2093	snp	1281	6	20	20	100	5.0	6	0	0
2094	snp	1849	18	20	20	0	0	12	0	0
2095	snp	1932	3	20	20	0	0	7	0	0
2096	snp	1940	3	20	20	0	0	9	0	0
2097	snp	1940	13	20	20	0	0	11	0	0
2098	snp	1159	5	16	16	0	0	10	0	0
2099	snp	1226	2	20	20	100	50.0	6	0	0
2100	snp	1222	7	20	18	0	0	14	0	0
2101	snp	1572	7	20	20	100	5.0	14	0	0
2102	snp	180	4	4	4	100	100.0	0	0	0
2103	snp	906	2	20	20	100	80.0	1	0	0
2104	snp	989	10	20	20	100	65.0	16	100	75.0
2105	snp	1017	2	17	17	100	88.0	11	100	90.0
2106	indel	1651	1	20	20	100	40.0	14	100	35.0
2107	indel	2068	6	20	20	100	85.0	15	100	80.0
2108	indel	2077	10	20	20	100	95.0	11	100	90.0
2109	indel	1979	18	20	18	100	94.0	14	100	92.0
2110	indel	2063	5	20	20	100	90.0	14	100	85.0
2111	indel	1651	12	20	20	100	70.0	16	100	68.0
2112	indel	918	3	20	20	100	80.0	0	0	0
2113	indel	177	6	3	3	100	100.0	0	0	0
2114	indel	1240	1	20	20	100	100.0	0	0	0
2115	indel	1725	1	20	20	100	15.0	11	100	9.0
2116	indel	1911	8	20	20	100	40.0	10	100	30.0
2117	indel	1786	5	20	20	100	95.0	11	100	90.0
2118	indel	1807	4	20	20	100	80.0	12	100	75.0
2119	indel	1850	4	20	20	100	95.0	14	100	92.0
2120	indel	899	3	10	10	100	80.0	8	100	75.0
2121	snp	284	2	20	20	100	25.0	13	0	0
2122	snp	646	13	13	13	100	7.0	8	100	12.0
2123	indel	1044	1	20	20	100	100.0	0	0	0
2124	indel	962	1	20	20	100	100.0	0	0	0
2125	indel	685	5	20	18	100	11.0	12	0	0
2126	indel	198	14	3	3	92	66.0	3	92	66.0
2127	indel	1152	6	20	20	100	100.0	0	0	0
2128	indel	1153	4	20	20	100	100.0	2	100	100.0
2129	indel	1544	8	20	20	100	70.0	16	100	68.0
2130	indel	2023	3	20	20	100	75.0	15	100	66.0
2131	indel	1541	2	20	20	100	32.5	13	100	18.5
2132	indel	468	6	9	9	100	100.0	0	0	0
2133	snp	850	1	20	20	100	100.0	3	100	100.0
2134	snp	1688	10	20	20	100	100.0	8	100	100.0
2135	snp	1733	4	20	20	100	100.0	10	100	100.0
2136	snp	1724	9	20	20	100	100.0	7	100	100.0
2137	snp	1740	9	20	20	100	100.0	6	100	100.0
2138	snp	1724	12	20	20	100	100.0	13	100	100.0
2139	snp	675	5	10	8	100	79.8	8	100	79.8
2140	snp	957	2	20	20	100	35.0	4	100	50.0
2141	snp	1652	7	20	20	0	0	12	0	0
2142	snp	1932	11	20	20	0	0	11	0	0
2143	snp	1633	13	20	20	0	0	12	0	0
2144	snp	1458	7	20	20	0	0	13	0	0
2145	snp	649	1	14	14	100	71.0	3	0	0
2146	indel	256	4	20	20	100	5.0	10	0	0
2147	indel	1443	1	20	20	100	55.0	14	100	42.0
2148	indel	1082	1	20	20	100	100.0	0	0	0
2149	indel	110	6	2	2	100	100.0	0	0	0
2150	snp	1080	1	20	20	100	100.0	0	0	0
2151	snp	1382	2	20	20	100	50.0	7	0	0
2152	snp	1780	7	20	20	0	0	6	0	0
2153	snp	1735	3	20	20	100	5.0	8	100	12.0
2154	snp	1780	9	20	20	0	0	10	0	0
2155	snp	1780	11	20	20	0	0	10	0	0
2156	snp	1749	8	20	20	100	10.0	10	100	20.0
2157	snp	1748	15	20	20	100	30.0	11	100	27.0
2158	snp	1780	14	20	20	0	0	7	0	0
2159	snp	1451	10	20	20	100	10.0	9	100	11.0
2160	snp	394	3	9	9	100	88.0	0	0	0
2161	snp	697	1	20	20	100	50.0	0	0	0
2162	snp	1542	11	20	20	0	0	12	0	0
2163	snp	1940	11	20	20	100	5.0	13	100	7.0
2164	snp	1917	10	20	20	100	5.0	12	100	8.0
2165	snp	1924	12	20	20	0	0	9	0	0
2166	snp	1901	6	20	20	100	5.0	12	100	8.0
2167	snp	1940	8	20	18	0	0	6	0	0
2168	snp	1910	6	20	20	100	10.0	10	100	20.0
2169	snp	1729	4	20	18	0	0	13	0	0
2170	snp	1180	14	20	20	0	0	4	0	0
2171	snp	594	1	20	20	100	100.0	0	0	0
2172	snp	1080	1	20	20	100	100.0	0	0	0
2173	snp	1080	1	20	20	100	100.0	0	0	0
2174	snp	1080	3	20	20	100	100.0	2	100	100.0
2175	snp	1337	8	20	20	0	0	8	0	0
2176	snp	1735	4	20	20	100	5.0	8	100	12.0
2177	snp	1748	8	20	20	0	0	6	0	0
2178	snp	1752	7	20	20	100	60.0	12	100	58.0
2179	snp	1683	11	20	20	0	0	10	0	0
2180	snp	1780	11	20	20	0	0	6	0	0
2181	snp	1765	4	20	20	100	5.0	7	100	14.0
2182	snp	1667	14	20	20	0	0	11	0	0
2183	snp	1764	25	20	20	0	0	9	0	0
2184	snp	1571	4	20	18	0	0	10	0	0
2185	snp	1093	8	20	20	100	20.0	7	100	28.0
2186	snp	826	1	20	14	100	100.0	0	0	0
2187	snp	629	1	20	14	100	100.0	0	0	0
2188	snp	86	2	2	2	100	100.0	0	0	0
2189	snp	1091	3	20	20	100	100.0	5	100	100.0
2190	snp	870	1	17	17	100	82.0	8	100	100.0
2191	snp	618	8	20	20	0	0	13	0	0
2192	snp	971	14	17	15	0	0	12	0	0
2193	snp	679	6	20	20	100	35.0	9	100	55.0
2194	snp	865	23	20	20	100	45.0	8	100	50.0
2195	snp	388	10	20	20	100	20.0	3	0	0
2196	snp	776	10	20	20	100	35.0	7	100	57.0
2197	snp	679	9	20	20	100	35.0	4	100	75.0
2198	snp	970	13	20	20	100	50.0	7	100	71.0
2199	snp	970	19	20	20	100	50.0	7	100	57.0
2200	snp	834	2	20	20	100	45.0	13	100	53.0
2201	snp	388	17	20	20	100	20.0	11	100	27.0
2202	snp	902	2	20	20	100	75.0	3	0	0
2203	snp	36	3	1	1	100	100.0	0	0	0
2204	snp	848	1	20	20	100	100.0	0	0	0
2205	snp	911	1	20	20	100	100.0	0	0	0
2206	snp	900	3	20	18	100	100.0	0	0	0
2207	snp	928	3	20	20	100	100.0	0	0	0
2208	snp	888	1	20	20	100	5.0	0	0	0
2209	snp	1000	5	20	20	0	0	0	0	0
2210	snp	977	8	20	20	0	0	0	0	0
2211	snp	940	3	20	20	0	0	2	0	0
2212	snp	916	9	20	20	100	10.0	5	100	20.0
2213	snp	1020	8	20	20	0	0	3	0	0
2214	snp	1026	4	20	20	100	5.0	6	100	16.0
2215	snp	1099	11	20	20	100	5.0	3	100	33.0
2216	snp	1184	8	20	20	0	0	3	0	0
2217	snp	1408	6	20	20	0	0	3	0	0
2218	snp	1608	5	20	20	100	5.0	11	100	9.0
2219	snp	1879	8	20	20	100	5.0	7	100	14.0
2220	snp	1900	10	20	20	0	0	5	0	0
2221	snp	1925	8	20	20	100	5.0	5	100	20.0
2222	snp	1893	4	20	20	100	5.0	6	100	16.0
2223	snp	1916	11	20	20	0	0	5	0	0
2224	snp	1916	11	20	20	0	0	7	0	0
2225	snp	1924	14	20	20	100	10.0	7	100	28.0
2226	snp	1932	12	20	20	0	0	4	0	0
2227	snp	1916	12	20	20	0	0	6	0	0
2228	snp	1932	8	20	20	100	5.0	6	100	16.0
2229	snp	1924	14	20	20	100	5.0	9	100	11.0
2230	snp	1877	13	20	20	7	5.0	15	7	6.0
2231	snp	1932	16	20	20	0	0	10	0	0
2232	snp	1924	12	20	20	0	0	6	0	0
2233	snp	1892	2	20	20	0	0	9	0	0
2234	snp	1916	6	20	20	0	0	6	0	0
2235	snp	1932	9	20	20	0	0	5	0	0
2236	snp	1916	15	20	20	0	0	1	0	0
2237	snp	1932	14	20	20	0	0	4	0	0
2238	snp	1879	3	20	20	100	15.0	13	100	23.0
2239	snp	1940	7	20	20	0	0	6	0	0
2240	snp	1901	4	20	20	100	5.0	7	100	14.0
2241	snp	1908	7	20	20	0	0	8	0	0
2242	snp	1940	14	20	20	0	0	6	0	0
2243	snp	1868	11	20	20	0	0	9	0	0
2244	snp	1827	5	20	20	0	0	7	0	0
2245	snp	1849	2	20	20	100	10.0	7	100	28.0
2246	snp	1932	13	20	20	0	0	5	0	0
2247	snp	1881	4	20	20	100	15.0	8	100	25.0
2248	snp	1940	14	20	20	0	0	4	0	0
2249	snp	1892	9	20	20	0	0	7	0	0
2250	snp	1908	117	20	20	0	0	11	0	0
2251	snp	1932	9	20	20	0	0	3	0	0
2252	snp	1900	9	20	20	100	5.0	11	100	9.0
2253	snp	1940	8	20	20	0	0	0	0	0
2254	snp	1916	12	20	20	0	0	5	0	0
2255	snp	1908	5	20	20	0	0	9	0	0
2256	snp	1908	4	20	20	0	0	5	0	0
2257	snp	1925	6	20	20	100	5.0	8	100	12.0
2258	snp	1932	8	20	20	0	0	5	0	0
2259	snp	1811	10	20	20	0	0	9	0	0
2260	snp	1621	16	20	20	100	5.0	10	100	10.0
2261	snp	1386	3	20	18	100	5.0	8	100	12.0
2262	snp	1332	19	20	20	0	0	10	0	0
2263	snp	1265	8	20	20	0	0	3	0	0
2264	snp	1208	10	20	20	0	0	6	0	0
2265	snp	1210	4	20	20	0	0	3	0	0
2266	snp	1048	7	20	20	100	35.0	5	100	40.0
2267	snp	884	8	20	20	100	5.0	0	0	0
2268	snp	710	13	20	20	23	35.0	0	0	0
2269	snp	715	1	20	20	100	100.0	0	0	0
2270	snp	778	1	20	18	100	100.0	0	0	0
2271	snp	789	2	20	20	100	100.0	0	0	0
2272	snp	820	4	20	20	100	100.0	0	0	0
2273	snp	593	1	20	20	100	100.0	0	0	0
2274	snp	725	1	20	20	100	100.0	0	0	0
2275	snp	808	4	20	20	100	100.0	0	0	0
2276	snp	41	4	1	1	100	100.0	0	0	0
2277	snp	820	2	20	20	100	100.0	0	0	0
2278	snp	828	3	20	20	100	100.0	0	0	0
2279	snp	831	4	20	20	100	100.0	0	0	0
2280	snp	889	4	20	20	100	5.0	0	0	0
2281	snp	884	7	20	20	0	0	0	0	0
2282	snp	956	5	20	20	100	11.0	0	0	0
2283	snp	963	5	20	20	100	90.0	3	100	100.0
2284	snp	1024	4	20	20	100	95.0	5	100	100.0
2285	snp	1052	3	20	20	100	100.0	10	100	100.0
2286	snp	1130	2	20	20	100	90.0	3	100	66.0
2287	snp	1096	4	20	20	100	70.0	1	100	100.0
2288	snp	1158	5	20	20	100	90.0	7	100	100.0
2289	snp	1249	5	20	20	100	90.0	6	100	100.0
2290	snp	1279	4	20	20	100	40.0	3	100	66.0
2291	snp	1186	2	20	20	100	25.0	8	100	37.0
2292	snp	1512	4	20	20	100	5.0	8	100	12.0
2293	snp	1695	1	20	20	100	5.0	7	0	0
2294	snp	1918	3	20	20	100	5.0	8	100	12.0
2295	snp	1886	3	20	20	100	10.0	12	100	16.0
2296	snp	1925	3	20	20	100	5.0	9	100	11.0
2297	snp	1917	5	20	20	100	6.0	7	100	14.0
2298	snp	1916	6	20	20	0	0	4	0	0
2299	snp	1916	14	20	20	0	0	6	0	0
2300	snp	1924	12	20	20	100	5.0	7	100	14.0
2301	snp	1738	2	20	20	100	10.0	12	100	16.0
2302	snp	1144	4	20	20	100	55.0	14	100	64.0
2303	snp	135	3	7	7	100	14.0	3	0	0
2304	snp	1458	12	20	20	100	90.0	8	100	100.0
2305	snp	1133	6	20	20	100	100.0	0	0	0
2306	snp	1071	5	19	19	100	100.0	0	0	0
2307	indel	619	1	20	20	100	100.0	0	0	0
2308	indel	842	5	20	20	0	0	0	0	0
2309	indel	1252	2	20	20	50	5.0	10	50	10.0
2310	indel	1831	2	20	20	100	25.0	19	100	21.0
2311	indel	1878	10	20	18	90	49.44444444444444	14	90	57.666666666666664
2312	indel	1855	11	20	20	90	39.0	15	90	51.6
2313	indel	1821	6	20	20	100	60.0	17	100	58.0
2314	indel	1930	6	20	20	100	51.666666666666664	17	100	48.666666666666664
2315	indel	2004	16	20	20	100	35.0	9	100	55.0
2316	indel	1933	8	20	20	100	55.0	7	100	28.0
2317	indel	1836	15	20	20	33	11.0	10	13	15.0
2318	indel	1685	6	20	18	16	5.0	13	16	7.0
2319	indel	1412	6	20	20	16	50.0	6	16	33.0
2320	indel	976	6	20	20	100	42.5	11	100	30.0
2321	indel	429	1	17	17	100	94.0	0	0	0
2322	indel	409	6	20	18	100	5.0	17	100	5.0
2323	indel	770	8	20	20	0	0	0	0	0
2324	indel	1814	9	20	18	100	5.0	11	100	9.0
2325	indel	2052	10	20	20	100	25.0	16	100	31.0
2326	indel	1958	13	20	18	100	61.0	17	100	64.0
2327	indel	2071	13	20	20	100	40.0	17	100	47.0
2328	indel	1789	7	20	18	100	50.0	17	100	52.0
2329	indel	987	2	20	20	100	40.0	9	100	55.0
2330	indel	145	10	5	5	0	0	0	0	0
2331	snp	1212	1	20	20	100	30.0	8	0	0
2332	snp	1734	4	20	20	100	5.0	9	0	0
2333	snp	1747	2	20	20	100	10.0	12	100	16.0
2334	snp	1643	10	20	20	0	0	16	0	0
2335	snp	1011	6	20	20	100	65.0	5	0	0
2336	snp	277	4	7	7	100	100.0	0	0	0
2337	snp	348	1	20	18	100	5.0	11	0	0
2338	snp	704	15	16	16	0	0	7	0	0
2339	snp	1084	1	20	20	100	15.0	8	0	0
2340	snp	1612	5	20	20	100	10.0	16	100	12.0
2341	snp	1772	12	20	20	100	5.0	16	100	6.0
2342	snp	1759	1	20	20	100	10.0	11	100	18.0
2343	snp	1264	1	20	18	100	5.0	9	0	0
2344	snp	689	2	19	19	100	73.0	0	0	0
2345	snp	821	3	20	20	100	15.0	16	0	0
2346	snp	1924	12	20	20	100	20.0	15	100	26.0
2347	snp	879	3	14	14	100	42.0	6	100	16.0
2348	snp	1527	11	20	20	100	80.0	6	100	100.0
2349	snp	1440	7	20	20	100	75.0	5	100	100.0
2350	snp	1544	14	20	20	100	65.0	8	100	87.0
2351	snp	1869	11	20	20	100	10.0	11	100	9.0
2352	snp	1909	6	20	20	100	5.0	12	100	8.0
2353	snp	1932	7	20	20	100	5.0	8	100	12.0
2354	snp	1841	1	20	18	100	5.0	7	100	14.0
2355	snp	1610	3	20	18	100	11.0	8	100	12.0
2356	snp	1330	4	20	20	100	30.0	8	100	50.0
2357	snp	1014	8	20	20	100	35.0	5	0	0
2358	snp	345	5	8	8	100	50.0	0	0	0
2359	snp	957	2	20	20	100	25.0	11	0	0
2360	snp	349	10	20	20	100	5.0	14	100	7.0
2361	snp	880	4	13	13	100	30.0	8	100	12.0
2362	snp	920	5	20	20	100	55.0	5	100	60.0
2363	snp	1669	3	20	20	100	80.0	15	100	73.0
2364	snp	1932	12	20	20	100	5.0	14	100	7.0
2365	snp	1933	15	20	20	100	5.0	11	100	9.0
2366	snp	1315	3	20	18	100	38.333333333333336	12	100	16.333333333333332
2367	snp	384	2	8	6	100	100.0	0	0	0
2368	snp	1171	7	20	20	100	55.0	10	100	80.0
2369	snp	1903	11	20	20	100	30.0	14	100	42.0
2370	snp	1633	12	20	20	100	20.0	9	100	22.0
2371	snp	1932	9	20	20	100	85.0	15	100	80.0
2372	snp	462	11	5	5	0	0	4	0	0
2373	snp	1041	2	20	20	100	35.0	9	0	0
2374	snp	1459	2	20	20	100	5.0	13	100	7.0
2375	snp	654	11	11	11	0	0	9	0	0
2376	snp	581	1	20	20	100	45.0	17	100	47.0
2377	snp	1207	10	20	20	0	0	13	0	0
2378	snp	1289	2	20	20	100	75.0	8	100	37.0
2379	snp	1564	4	20	20	100	50.0	13	100	38.0
2380	snp	1924	5	20	20	100	5.0	11	100	9.0
2381	snp	1901	7	20	20	100	5.0	18	100	5.0
2382	snp	1833	4	20	20	100	5.0	12	0	0
2383	snp	742	2	15	15	100	100.0	4	100	100.0
2384	snp	217	3	20	18	100	5.0	13	0	0
2385	snp	1479	9	20	20	100	5.0	16	100	6.0
2386	snp	849	1	20	20	100	90.0	3	100	100.0
2387	snp	245	6	7	7	100	100.0	0	0	0
2388	snp	979	9	20	20	100	40.0	12	100	50.0
2389	snp	445	8	8	8	0	0	5	0	0
2390	indel	1271	3	20	20	100	88.33333333333333	6	100	71.66666666666667
2391	indel	1213	2	20	20	100	100.0	6	100	100.0
2392	indel	1864	8	20	20	100	95.0	11	100	90.0
2393	indel	1813	3	20	20	100	70.0	8	100	75.0
2394	indel	1854	26	20	20	100	99.8076923076923	15	100	100.0
2395	indel	1884	10	20	20	100	100.0	11	100	100.0
2396	indel	1892	11	20	20	100	84.54545454545455	9	100	81.72727272727273
2397	indel	1882	14	20	20	14	100.0	11	14	100.0
2398	indel	1572	6	20	20	33	52.5	10	16	100.0
2399	indel	1072	10	20	20	100	72.5	6	50	100.0
2400	indel	883	2	20	20	100	70.0	0	0	0
2401	indel	870	1	20	20	100	95.0	0	0	0
2402	snp	1314	2	20	20	100	15.0	9	0	0
2403	snp	873	6	20	20	0	0	14	0	0
2404	snp	402	2	8	6	100	33.0	6	100	33.0
2405	snp	1027	7	20	20	100	5.0	15	100	6.0
2406	snp	1528	8	20	20	0	0	17	0	0
2407	snp	298	2	8	8	100	75.0	0	0	0
2408	snp	979	2	20	20	100	15.0	12	100	16.0
2409	snp	1641	9	20	16	0	0	9	0	0
2410	snp	460	2	8	8	100	62.0	3	0	0
2411	indel	1193	1	20	20	100	95.0	8	100	87.0
2412	indel	1135	6	20	18	100	100.0	3	100	100.0
2413	indel	1540	5	20	20	100	80.0	13	100	69.0
2414	indel	1599	1	20	20	100	85.0	12	100	75.0
2415	indel	1891	4	20	20	100	90.0	14	100	85.0
2416	indel	1951	5	20	20	100	85.0	17	100	82.0
2417	indel	1859	8	20	20	100	100.0	18	100	100.0
2418	indel	1937	3	20	20	100	80.0	17	100	82.0
2419	indel	1917	1	20	20	100	90.0	15	100	86.0
2420	indel	1842	4	20	20	100	90.0	15	100	86.0
2421	indel	1957	1	20	20	100	80.0	19	100	78.0
2422	indel	1987	8	20	20	100	80.0	17	100	76.0
2423	indel	1550	7	20	18	100	77.0	13	100	69.0
2424	indel	1422	3	20	16	100	81.0	13	100	76.0
2425	indel	1020	4	20	20	100	55.0	10	100	90.0
2426	indel	883	6	20	18	100	83.0	0	0	0
2427	indel	842	3	20	20	100	75.0	0	0	0
2428	indel	862	2	20	18	100	77.0	0	0	0
2429	indel	1066	1	20	20	100	90.0	0	0	0
2430	indel	120	10	2	2	100	100.0	0	0	0
2431	snp	596	1	20	20	100	100.0	0	0	0
2432	snp	612	6	20	20	100	100.0	0	0	0
2433	snp	620	4	20	20	100	100.0	0	0	0
2434	snp	620	6	20	20	100	100.0	0	0	0
2435	snp	608	2	20	20	100	90.0	0	0	0
2436	snp	619	2	20	20	100	95.0	0	0	0
2437	snp	812	4	20	20	100	10.0	0	0	0
2438	snp	854	4	20	20	100	15.0	0	0	0
2439	snp	945	5	20	20	100	5.0	3	0	0
2440	snp	1057	8	20	20	0	0	7	0	0
2441	snp	1080	4	20	20	100	10.0	7	100	14.0
2442	snp	1128	2	20	20	100	5.0	4	0	0
2443	snp	1601	8	20	20	100	10.0	10	100	20.0
2444	snp	1643	10	20	20	0	0	6	0	0
2445	snp	1772	7	20	20	0	0	8	0	0
2446	snp	1772	8	20	20	0	0	3	0	0
2447	snp	1749	6	20	20	100	5.0	7	100	14.0
2448	snp	1764	7	20	20	0	0	6	0	0
2449	snp	1757	13	20	20	100	25.0	12	100	41.0
2450	snp	1675	10	20	20	0	0	9	0	0
2451	snp	1717	2	20	20	100	10.0	9	100	22.0
2452	snp	1780	8	20	20	0	0	4	0	0
2453	snp	1725	9	20	20	0	0	7	0	0
2454	snp	1772	18	20	20	0	0	5	0	0
2455	snp	1751	9	20	20	100	5.0	10	100	10.0
2456	snp	1760	7	20	20	100	5.0	7	100	14.0
2457	snp	1751	9	20	20	100	5.0	8	100	12.0
2458	snp	1765	2	20	20	100	5.0	5	100	20.0
2459	snp	1764	9	20	20	0	0	4	0	0
2460	snp	1764	14	20	20	100	5.0	7	100	14.0
2461	snp	1780	6	20	20	0	0	6	0	0
2462	snp	1765	6	20	20	100	5.0	7	100	14.0
2463	snp	1780	11	20	20	0	0	8	0	0
2464	snp	1765	5	20	20	100	5.0	6	100	16.0
2465	snp	1772	7	20	20	0	0	7	0	0
2466	snp	1749	8	20	20	100	10.0	8	100	25.0
2467	snp	1756	10	20	20	100	5.0	5	100	20.0
2468	snp	1780	12	20	20	0	0	4	0	0
2469	snp	1748	9	20	20	100	5.0	6	100	16.0
2470	snp	1772	13	20	20	0	0	8	0	0
2471	snp	1736	11	20	20	100	5.0	6	100	16.0
2472	snp	1764	9	20	20	100	5.0	11	100	9.0
2473	snp	1772	14	20	20	0	0	9	0	0
2474	snp	1735	3	20	20	100	5.0	6	100	16.0
2475	snp	1751	11	20	20	100	5.0	13	100	7.0
2476	snp	1757	5	20	20	100	5.0	8	100	12.0
2477	snp	1780	10	20	20	0	0	8	0	0
2478	snp	1780	9	20	20	0	0	4	0	0
2479	snp	1756	12	20	20	0	0	9	0	0
2480	snp	1764	7	20	20	100	5.0	5	100	20.0
2481	snp	1722	275	20	20	0	0	7	0	0
2482	snp	1605	6	20	20	0	0	7	0	0
2483	snp	1427	12	20	20	0	0	5	0	0
2484	snp	1272	6	20	20	0	0	4	0	0
2485	snp	1172	8	20	20	0	0	5	0	0
2486	snp	837	1	20	20	100	60.0	2	0	0
2487	snp	866	3	20	20	100	100.0	0	0	0
2488	snp	812	2	20	20	100	100.0	0	0	0
2489	snp	883	1	20	20	100	100.0	0	0	0
2490	snp	877	1	20	20	100	100.0	0	0	0
2491	snp	704	2	20	20	100	100.0	0	0	0
2492	snp	132	3	3	3	100	100.0	0	0	0
2493	snp	1036	2	20	20	100	50.0	9	0	0
2494	snp	1497	7	20	20	0	0	16	0	0
2495	snp	742	1	13	13	100	61.0	4	0	0
2496	snp	840	3	20	20	100	100.0	0	0	0
2497	snp	740	1	20	20	100	100.0	0	0	0
2498	snp	829	2	20	20	100	100.0	0	0	0
2499	snp	840	2	20	20	100	100.0	0	0	0
2500	snp	837	2	20	20	100	100.0	0	0	0
2501	snp	840	3	20	20	100	100.0	0	0	0
